0.025944,0.0
0.045023,0.034111
0.018342,0.0
0.01095,0.006337
0.013796,0.011179
0.011084,0.0
0.011361,0.007891
0.010341,0.0
0.016566,0.011948
0.011452,0.010664
0.010772,0.008612
0.012656,0.015862
0.017374,0.014432
0.016801,0.019089
0.011494,0.007443
0.014439,0.010531
0.0125,0.010206
0.011229,0.00872
0.010733,0.007546
0.012128,0.007755
0.011218,0.008441
0.011969,0.008469
0.010329,0.00879
0.012996,0.008197
0.01039,0.006491
0.013138,0.008003
0.027227,0.0
0.01031,0.005864
0.011713,0.007577
0.02465,0.0
0.010399,0.0
0.010884,0.006885
0.010805,0.009766
0.010037,0.005234
0.010524,0.006642
0.01055,0.0063
0.012622,0.00623
0.016396,0.0
0.012023,0.0
0.010758,0.007309
0.010031,0.005006
0.01092,0.007264
0.011521,0.007468
0.010789,0.006766
0.011241,0.005728
0.012178,0.009115
0.01,0.006003
0.013264,0.007143
0.013418,0.008388
0.010282,0.006366
0.010503,0.007686
0.01044,0.007005
0.011425,0.007408
0.013869,0.006953
0.011494,0.006941
0.01128,0.006311
0.01284,0.006589
0.011218,0.006868
0.012477,0.006629
0.01072,0.005659
0.010108,0.006011
0.010059,0.005865
0.010889,0.0
0.014531,0.0
0.01446,0.008693
0.010261,0.005528
0.010151,0.006077
0.010293,0.005451
0.010778,0.007041
0.010289,0.006062
0.010829,0.006459
0.010985,0.00624
0.010069,0.005889
0.022549,0.0
0.010275,0.00457
0.012628,0.0
0.012369,0.0
0.021532,0.014032
0.013989,0.009586
0.012007,0.0
0.010794,0.007104
0.010904,0.005195
0.011624,0.0
0.011386,0.0
0.016118,0.009818
0.018657,0.0
0.010024,0.00535
0.041295,0.034165
0.010894,0.008445
0.010575,0.0
0.010901,0.006352
0.01032,0.006447
0.010301,0.007318
0.415851,0.996231
0.020287,0.0
0.014875,0.0
0.010289,0.00646
0.014683,0.0
0.014394,0.0
0.011316,0.006511
0.010136,0.0
0.011836,0.0
0.011114,0.0
0.010496,0.0
0.011113,0.0
0.010256,0.0
0.011782,0.008869
0.010771,0.006185
0.010337,0.005825
0.010123,0.00554
0.010179,0.005978
0.010845,0.0
0.010293,0.0
0.019577,0.0
0.013338,0.008453
0.013614,0.009095
0.017484,0.010364
0.013616,0.0
0.01818,0.01228
0.01797,0.0
0.011723,0.006245
0.010924,0.005956
0.014551,0.008068
0.010401,0.006239
0.010108,0.005898
0.01039,0.0059
0.011026,0.007097
0.011199,0.007105
0.011697,0.006449
0.012455,0.00687
0.010114,0.006327
0.010403,0.006872
0.012059,0.007766
0.011194,0.006954
0.019664,0.01226
0.010922,0.006687
0.010541,0.006447
0.01486,0.010154
0.011369,0.007105
0.010961,0.007527
0.010461,0.006979
0.012364,0.006344
0.019275,0.0134
0.010915,0.007583
0.010953,0.007187
0.01772,0.0
0.012606,0.010976
0.010354,0.007856
0.01241,0.007675
0.018278,0.0
0.014977,0.009653
0.015548,0.0
0.013374,0.008945
0.015139,0.009695
0.012453,0.009459
0.082537,0.0
0.011116,0.007008
0.010061,0.005779
0.010194,0.006014
0.010586,0.007618
0.010848,0.007222
0.011829,0.006912
0.015463,0.008607
0.010698,0.007415
0.015498,0.01072
0.010209,0.0
0.010561,0.005782
0.012131,0.006238
0.012716,0.007975
0.012531,0.007827
0.011089,0.0
0.010264,0.006009
0.010349,0.006725
0.011092,0.006557
0.013199,0.00886
0.017057,0.009016
